# PLATEIFU     MANGAID     Z           NSA_Z       NSA_ZDIST   NSA_ELPETRO_BA   NSA_ELPETRO_PHI   NSA_ELPETRO_TH50_R   NSA_SERSIC_BA   NSA_SERSIC_PHI   NSA_SERSIC_TH50   NSA_SERSIC_N  
  10482-12702  51-185      0.0         -9999.0     -9999.0     -9999.0          -9999.0           -9999.0              -9999.0         -9999.0          -9999.0           -9999.0       
  8589-6102    1-593604    0.0295738   0.0295738   0.0300643   0.928503         10.8617           5.65822              0.866598        8.49762          9.78668           6.0           
  8589-6103    1-131060    0.0282184   0.0282184   0.0287278   0.827465         147.017           1.79595              0.730777        143.22           1.65034           2.73199       
  8589-6101    1-131263    0.0393323   0.0393323   0.0398168   0.881222         117.546           2.03299              0.724912        106.657          1.65267           4.77378       
  8589-12703   1-89292     0.0296136   0.0296136   0.0301362   0.198923         50.068            13.4699              0.15            50.0737          14.7559           0.899396      
  8589-12702   1-131279    0.0649299   0.0649299   0.0654303   0.525667         53.9888           8.18843              0.551056        4.7775           7.17971           0.5           
  8589-9102    1-131338    0.0454719   0.0454719   0.0459831   0.376321         130.465           6.47153              0.210081        130.479          8.77227           2.79437       
  8589-3704    1-131378    0.0105539   0.0105539   0.0103997   0.740861         31.7154           3.79156              0.61564         33.1982          4.08675           2.36329       
  8589-12705   1-631857    0.0295524   0.0295524   0.0300677   0.931578         39.5131           15.8388              0.899796        11.9113          19.8398           1.6692        
  8589-12701   1-130947    0.0377196   0.0377196   0.0382084   0.761402         79.4925           6.42236              0.68341         78.2252          6.32937           0.5           
  8589-3702    1-576738    0.0294022   0.0294022   0.0299147   0.826021         131.903           4.95692              0.777977        121.154          7.99371           6.0           
  8589-6104    1-131286    0.0292226   0.0292226   0.0297255   0.948337         22.2226           6.11511              0.902583        29.1168          13.1882           6.0           
  8589-1902    1-576303    0.0511784   0.0511784   0.0516806   0.984136         94.5364           2.21164              0.875109        70.0859          2.77722           5.18373       
  8589-1901    1-131278    0.0263144   0.0263144   0.0268088   0.755484         172.144           2.40298              0.55101         176.676          2.45631           3.00927       
  8589-12704   1-89622     0.0457985   0.0457985   0.0463187   0.797267         140.501           5.92749              0.718066        139.296          6.87128           1.81843       
  8589-9101    1-131087    0.0647899   0.0647899   0.0652881   0.559083         11.4831           5.06015              0.441788        11.4729          5.31198           0.894457      
  8589-3703    1-631889    0.0416022   0.0416022   0.0421092   0.941283         14.8098           5.29281              0.913467        10.9184          9.57981           6.0           
  8589-3701    1-131242    0.0291334   0.0291334   0.0296201   0.484028         156.838           4.7934               0.258664        157.981          5.36283           2.04307       
  11744-3702   54-80       0.0163      -9999.0     -9999.0     -9999.0          -9999.0           -9999.0              -9999.0         -9999.0          -9999.0           -9999.0       
  11744-12705  1-459215    0.0843183   0.0843183   0.0840614   0.8811856        103.223976        6.034242             0.8100114       90.74896         8.883306          2.948319      
  11744-1901   1-459081    0.015265944 0.015265944 0.01603496  0.5747435        90.00212          3.388791             0.43703243      88.684204        3.5783267         1.7645969     
  11744-6104   1-459409    0.10053669  0.10053669  0.10030276  0.8411066        108.878204        3.4102623            0.76591307      105.64462        6.3646703         6.0           
  11744-12701  1-459619    0.028497074 0.028497074 0.028241139 0.33069658       178.3027          14.035645            0.2395617       177.89276        26.08725          3.3643246     
  11744-6102   1-584723    0.015220553 0.015220553 0.015984485 0.86983716       25.571472         12.895774            0.85208815      21.649597        15.668045         2.8222222     
  11744-12704  1-412279    0.03947035  0.03947035  0.03925042  0.5701429        109.77008         6.251597             0.4707656       110.17532        6.583848          1.4519358     
  11744-3701   1-556947    0.044816107 0.044816107 0.04457675  0.9144337        139.68355         5.202079             0.89650804      139.37305        7.065535          3.5435607     
  11744-6101   1-459622    0.029478446 0.029478446 0.02922576  0.9926983        87.436584         5.6907053            0.95499796      40.363556        10.99227          6.0           
  11744-3704   1-459273    0.029208787 0.029208787 0.028956767 0.8912247        6.1239624         5.177635             0.8420277       19.762054        7.937092          4.547036      
  11744-12703  1-411968    0.05484948  0.05484948  0.054623257 0.76967955       121.147705        10.001148            0.80097747      115.150635       10.852674         6.0           
  11744-6103   1-459283    0.029283516 0.029283516 0.029048424 0.8482483        113.355225        5.5837755            0.79569787      106.67267        7.520057          2.532948      
  11744-1902   1-459105    0.015024235 0.015024235 0.015678013 0.84491605       75.72407          3.3071446            0.77845794      73.37189         3.3691432         1.0276116     
  11744-3703   1-412207    0.044806726 0.044806726 0.044583395 0.52108854       45.039032         4.47704              0.40572035      43.895386        4.9056177         1.0653142     
  11744-12702  1-459618    0.02967112  0.02967112  0.029417707 0.6383429        95.232124         9.058306             0.73699284      106.50238        8.418593          6.0           
  11744-9101   1-459133    0.01655241  0.01655241  0.017534599 0.69012845       165.01662         7.062536             0.6176206       165.18188        7.546009          1.0073329     
  11744-9102   1-459275    0.028708013 0.028708013 0.028454484 0.8814169        124.42471         7.025306             0.8842562       119.691345       8.84368           2.143443      
  10500-9102   1-386870    0.109879    0.109879    0.109791    0.927691         156.835           4.78766              0.724113        14.3646          3.97896           6.0           
  10500-9101   1-231694    0.053049    0.053049    0.0530097   0.839388         89.2462           7.38523              0.792911        90.5198          13.3318           5.33164       
  10500-3702   1-300318    0.0521681   0.0521681   0.0521034   0.699881         70.5629           3.0206               0.483658        71.7446          3.27919           3.68069       
  10500-6103   1-567465    0.0641088   0.0641088   0.064071    0.84922          110.861           3.48451              0.799654        108.125          3.95402           2.97804       
  10500-6101   1-300275    0.0306381   0.0306381   0.0305721   0.392724         164.308           6.22979              0.264008        164.371          6.52318           1.04482       
  10500-1902   1-300411    0.0398692   0.0398692   0.0398014   0.716008         133.893           1.75153              0.398253        136.233          1.28196           3.26053       
  10500-12701  1-231358    0.137121    0.137121    0.13707     0.420991         137.882           5.92093              0.266027        135.47           2.43847           6.0           
  10500-3703   1-300401    0.0490224   0.0490224   0.0489533   0.90088          106.138           3.12908              0.836965        88.9256          2.98078           0.784237      
  10500-3704   1-386889    0.113105    0.113105    0.113017    0.848226         99.8683           2.90631              0.746899        93.8867          4.24966           6.0           
  10500-6102   1-300293    0.0399252   0.0399252   0.0398614   0.741958         152.718           4.28469              0.610295        151.075          5.30082           2.23122       
  10500-12704  1-231628    0.058176    0.058176    0.0581332   0.609221         18.6967           5.00307              0.485794        18.6374          5.41904           1.57602       
  10500-6104   1-300493    0.117511    0.117511    0.117446    0.803301         121.275           6.08398              0.736713        110.029          8.02295           2.17138       
  10500-12703  1-300461    0.0142289   0.0142289   0.0154942   0.483755         32.127            5.48554              0.236306        32.1089          7.85201           3.32321       
  10500-3701   1-386851    0.112068    0.112068    0.111984    0.885438         42.1743           5.08866              0.854183        63.1698          9.73388           5.47932       
  10500-1901   1-300464    0.0489584   0.0489584   0.0489056   0.898207         77.5328           8.88056              0.834909        79.113           12.0314           3.03986       
  10500-12705  1-300469    0.0496944   0.0496944   0.0496412   0.86509          159.724           9.31571              0.874567        160.065          16.9324           6.0           
  10500-12702  1-300363    0.063268    0.063268    0.0631915   0.935282         107.448           6.54882              0.911699        107.27           6.87749           1.50861       
  11745-3701   1-123109    0.026330372 0.026330372 0.026509138 0.6013167        155.17334         4.4696255            0.5261389       158.08768        4.357311          0.8469424     
  11745-1902   1-123021    0.05446631  0.05446631  0.054635495 0.5646647        13.572723         5.8013864            0.38554186      13.705811        8.359831          3.7555494     
  11745-12705  1-585221    0.035057165 0.035057165 0.03522841  0.39196935       43.974274         13.257396            0.3024771       44.34198         17.72059          2.4375498     
  11745-6102   1-123041    0.0665235   0.0665235   0.06669625  0.93743366       131.17929         6.088757             0.9184785       112.362305       13.386969         6.0           
  11745-12703  1-123195    0.042926025 0.042926025 0.043124773 0.6770351        150.91373         7.921401             0.60866207      148.58197        8.718372          1.5222011     
  11745-6103   1-123264    0.037340097 0.037340097 0.037538152 0.5136315        0.55966187        3.5113995            0.31025773      1.3326111        4.054226          2.0737643     
  11745-3702   1-123255    0.11963988  0.11963988  0.119825676 0.8712017        88.16789          4.8219604            0.80647665      82.6579          8.592042          6.0           
  11745-3704   1-123273    0.045070007 0.045070007 0.04525945  0.55900997       4.7369537         2.640492             0.19717702      6.1689453        3.2986403         4.1680436     
  11745-12704  1-123252    0.04390713  0.04390713  0.04409852  0.26501426       10.985168         10.996741            0.16445632      11.351501        13.724639         1.4824296     
  11745-6104   1-123312    0.03852624  0.03852624  0.03872605  0.629776         153.46808         6.992185             0.4896981       152.97482        7.627324          1.7376226     
  11745-1901   1-123328    0.08038053  0.08038053  0.08057328  0.7782425        160.91678         8.339984             0.7668432       163.6582         11.9606085        6.0           
  11745-3703   1-123263    0.038232483 0.038232483 0.038431678 0.85112923       91.12912          2.9725666            0.78478855      86.49231         2.9584372         1.325814      
  11745-6101   1-123217    0.045546692 0.045546692 0.04574546  0.6522669        109.9533          4.9959364            0.5034633       109.61551        6.542462          2.6208658     
  11745-9101   1-123178    0.024438055 0.024438055 0.024616504 0.53135633       103.527794        7.3048954            0.44821292      103.18198        7.768157          0.9505752     
  11745-12701  1-123194    0.1449603   0.14496025  0.14516379  0.8081836        58.823135         14.566419            0.8545203       84.903015        37.886894         6.0           
  11745-12702  1-605270    0.031117437 0.031117437 0.03129643  0.36304662       30.548248         8.518027             0.2672313       30.506805        9.852045          1.1780856     
  11745-9102   1-123075    0.13548826  0.13548826  0.13566631  0.8226862        126.189804        7.824756             0.8137499       151.00272        15.813324         6.0           
  11019-3702   1-152034    0.045161843 0.045161843 0.045466173 0.9303625        159.72778         2.406543             0.8803505       1.1091003        3.025516          4.840504      
  11019-6103   1-151879    0.09286151  0.09286151  0.09315579  0.92284316       65.65729          3.2005534            0.7850317       60.72284         3.9876006         3.8501675     
  11019-9102   1-152019    0.03858724  0.03858724  0.038890235 0.47101766       131.67432         3.9336643            0.15            132.25491        3.4693654         0.76789224    
  11019-3701   1-151970    0.053488985 0.053488985 0.05379121  0.6328812        145.77048         6.609913             0.5446538       145.58011        8.784424          2.1808915     
  11019-12704  1-152000    0.054399986 0.054399986 0.05471238  0.5914553        112.67923         5.6176505            0.4702388       112.07898        6.021765          1.3377054     
  11019-6104   1-152235    0.023860812 0.023860812 0.024174934 0.85159075       90.89226          6.1055818            0.7935653       90.226685        6.3879905         1.1026399     
  11019-3703   1-152056    0.054715317 0.054715317 0.055021208 0.8398471        121.51686         3.0331688            0.7845181       112.95294        4.1021867         4.880743      
  11019-12705  1-623253    0.03440566  0.03440566  0.034707863 0.935159         51.78047          17.797165            0.9128788       50.176636        20.997992         1.2145846     
  11019-1901   1-151874    0.03211222  0.03211222  0.03239818  0.817983         78.18027          3.0572896            0.68068606      75.58795         4.795595          3.0893056     
  11019-3704   1-152247    0.034708362 0.034708362 0.03501181  0.84176797       82.37868          2.444688             0.5843326       68.24176         1.9180433         2.468318      
  11019-12702  1-622991    0.027210316 0.027210316 0.027500067 0.7204491        114.04761         9.207681             0.6594034       114.34393        9.947857          1.2504617     
  11019-1902   1-152047    0.033461656 0.033461656 0.033773456 0.5930334        123.67861         2.8230412            0.41111416      123.30545        3.8644197         4.485751      
  11019-9101   1-151950    0.03303608  0.03303608  0.033343256 0.66471606       6.6921997         7.6919737            0.5659111       8.673462         13.346007         5.1520824     
  11019-6101   1-233546    0.04839807  0.04839807  0.04866738  0.35439664       59.152466         7.2355366            0.22509067      58.947205        8.807145          1.4823383     
  11019-6102   1-151832    0.12199745  0.121997446 0.122292936 0.8391532        133.17479         3.91951              0.8089736       124.68689        1.6957972         6.0           
  11019-12703  1-152053    0.054838903 0.054838903 0.055149965 0.3057954        83.68819          7.963103             0.19212522      83.65823         9.542437          1.6711922     
  11019-12701  1-151896    0.11972674  0.11972674  0.12000578  0.5087664        3.4545746         6.2315054            0.318959        1.2377014        8.050735          3.12074       
  11742-12705  1-154047    0.030025644 0.030025644 0.03013208  0.7603179        59.603607         9.256599             0.74426395      63.36902         16.716595         5.8081546     
  11742-6104   1-122197    0.067641854 0.067641854 0.06776107  0.8583171        112.35628         3.5253437            0.82256055      109.31467        3.7448578         2.7011304     
  11742-3701   1-153995    0.065478735 0.065478735 0.06558356  0.7582227        132.94855         3.0511184            0.5764934       130.15424        3.6205065         6.0           
  11742-3703   1-584896    0.02881331  0.02881331  0.028935323 0.806426         49.506546         4.7727113            0.72027975      50.073853        6.6998987         4.2401166     
  11742-6102   1-153993    0.029755374 0.029755374 0.029862186 0.26849598       28.078598         6.71969              0.18249401      28.450317        7.5747585         0.97778165    
  11742-1902   1-154041    0.02905819  0.02905819  0.029170154 0.9243288        39.07997          3.0662367            0.9381693       20.95163         3.0467043         2.0291982     
  11742-6101   1-154024    0.061346017 0.061346017 0.061451588 0.86213005       63.095078         5.9703603            0.79626065      64.33716         11.87975          5.9540257     
  11742-12704  1-122206    0.027669946 0.027669946 0.02780095  0.7078886        27.846436         12.6490135           0.5700067       32.031128        30.658672         5.7506976     
  11742-1901   1-122258    0.03949452  0.03949452  0.03962753  0.84450996       83.5029           1.572516             0.63988703      77.27878         1.5115311         4.2691765     
  11742-3702   1-122341    0.026180075 0.026180075 0.026328787 0.55933297       136.79585         4.0951138            0.44164488      136.4671         4.0415974         0.5845065     
  11742-3704   1-154049    0.05170633  0.05170633  0.051810414 0.50610244       33.187973         1.0900221            0.6363585       48.478302        5.965867          6.0           
  11742-9101   1-122400    0.06788276  0.06788276  0.068017684 0.63190675       165.12738         7.1887445            0.5470803       164.51202        9.719509          2.9145555     
  11742-6103   1-122595    0.12458807  0.12458807  0.124738395 0.89925337       131.6253          5.675568             0.6004314       134.51663        9.886546          6.0           
  11742-12703  1-154037    0.029351829 0.029351829 0.029464733 0.8979143        42.142456         9.103935             0.90357196      47.995483        15.018616         6.0           
  11742-12701  1-122388    0.06752045  0.06752045  0.067663014 0.57938874       82.17367          5.1610303            0.4730366       81.82037         5.623399          1.2307894     
  11742-12702  1-122203    0.04111031  0.04111031  0.041237127 0.54940337       108.64209         7.066284             0.34754872      109.75885        9.483235          2.2828124     
  11742-9102   1-154031    0.029856445 0.029856445 0.029964766 0.38611856       119.469894        7.190275             0.29694256      118.77066        8.079983          0.9350848     
  11743-6103   1-458654    0.05004971  0.05004971  0.049818188 0.6706155        34.832886         3.1965818            0.52957886      37.459045        4.494419          4.3925185     
  11743-12705  1-604873    0.02960716  0.02960716  0.029363155 0.47486523       54.8863           8.926822             0.3775373       55.070496        9.879479          0.77029616    
  11743-6101   1-584667    0.029140204 0.029140204 0.028902091 0.65446514       77.85355          6.7187552            0.57629675      78.07114         7.4211864         1.459118      
  11743-12704  1-458678    0.04911255  0.04911255  0.048878845 0.6419271        43.84984          5.510234             0.5645557       44.35266         6.144383          1.7764813     
  11743-3701   1-557063    0.02985117  0.02985117  0.029588306 0.5867505        97.93281          4.3134756            0.51669705      97.6445          4.2882104         0.741057      
  11743-12701  1-458686    0.029437074 0.029437074 0.029195242 0.28575796       168.25046         6.088042             0.17301127      168.69562        6.7131724         0.6100833     
  11743-12703  1-412000    0.047622    0.047622    0.047394402 0.90337646       107.36805         10.66919             0.83992517      109.111755       20.730177         6.0           
  11743-3702   1-458599    0.047628958 0.047628958 0.047372833 0.8840056        169.27496         3.9790199            0.83474016      174.79868        7.8384542         5.9774184     
  11743-6104   1-458714    0.029141322 0.029141322 0.028902527 0.5756581        92.442566         7.6094403            0.4621997       91.965515        8.779897          1.471369      
  11743-1902   1-604888    0.0356731   0.0356731   0.0354292   0.6120252        133.38388         3.761608             0.49017805      133.31238        5.3513803         3.555961      
  11743-6102   1-458604    0.04784975  0.04784975  0.04759845  0.6757314        90.84769          3.2350693            0.5389827       90.10101         3.6928952         2.2033336     
  11743-12702  1-458614    0.047840305 0.047840305 0.04758619  0.74591136       71.81731          8.05858              0.6755011       73.75824         10.11049          1.3826643     
  11743-9101   1-458697    0.049498644 0.049498644 0.049262073 0.53241515       82.95309          4.1765475            0.4179205       81.73932         4.9021626         1.6880163     
  11743-3703   1-458712    0.051273294 0.051273294 0.051027425 0.7269581        99.5482           2.7142072            0.56016314      95.55936         3.369568          3.9226074     
  11743-3704   1-458609    0.047419943 0.047419943 0.047163803 0.9369535        26.534195         2.662479             0.77925706      37.62445         3.8286417         6.0           
  11743-1901   1-458664    0.047930412 0.047930412 0.047698233 0.8416498        122.57001         3.033283             0.7461535       115.584595       3.387618          2.1203816     
  11743-9102   1-458706    0.029343339 0.029343339 0.029105455 0.6594429        135.31082         7.7528596            0.57064307      135.21707        11.270311         3.578662      
  10842-3704   1-560065    0.08308462  0.08308462  0.08255942  0.5607036        167.54288         8.758262             0.732663        166.48688        13.787293         6.0           
  10842-3701   1-181056    0.05433004  0.05433004  0.053816527 0.7840179        149.20749         3.2584536            0.6969013       150.4567         4.0807695         4.0370593     
  10842-3702   1-181028    0.027944045 0.027944045 0.02743071  0.9188121        162.95715         11.164925            0.92918843      164.54492        12.867571         1.7088416     
  10842-3703   1-585579    0.034794126 0.034794126 0.034291435 0.64811444       6.7022705         13.79561             0.5902511       4.552002         13.478407         0.72493905    
  10842-9102   1-180998    0.12606147  0.12606147  0.12554204  0.82161325       125.10425         6.0829654            0.72717655      121.531586       29.497553         6.0           
  10842-1901   1-181037    0.071931414 0.071931414 0.07141803  0.6298908        105.53231         5.3918757            0.2887271       100.14224        55.916008         5.3089113     
  10842-6104   1-181017    0.07606491  0.07606491  0.075552456 0.9397333        58.400063         6.5802937            0.86970365      71.0806          11.675316         4.913356      
  10842-12701  1-77565     0.017299745 0.017299745 0.018082753 0.7056671        49.97107          11.099034            0.6589327       61.89279         11.454871         1.0049981     
  10842-6103   1-181146    0.05400469  0.05400469  0.0535093   0.96365047       135.40257         5.455915             0.91236037      137.05908        10.525608         5.873672      
  10842-6101   1-77620     0.08356708  0.08356708  0.08303584  0.85491735       75.05707          5.557425             0.7917421       72.42493         10.35943          6.0           
  10842-1902   58-44       0.09174     -9999.0     -9999.0     -9999.0          -9999.0           -9999.0              -9999.0         -9999.0          -9999.0           -9999.0       
  10842-9101   1-605778    0.038259663 0.038259663 0.037761938 0.9617909        82.99936          7.2504964            0.94391376      92.16162         7.4135685         0.9922613     
  10842-12703  1-181214    0.073604606 0.073604606 0.07310613  0.8359152        99.563515         5.011426             0.7612336       98.92059         8.151064          3.5574977     
  10842-6102   1-181172    0.038214047 0.038214047 0.03771285  0.5296352        32.551422         6.200265             0.41192928      32.171906        7.311527          2.076119      
  10842-12702  1-181160    0.033824485 0.033824485 0.033326045 0.5292728        33.054718         17.466324            0.38531527      33.848633        35.72578          4.435026      
  10842-12704  1-605818    0.02798166  0.02798166  0.027462672 0.5728766        163.65567         9.877955             0.43095043      165.42267        11.65794          1.5712442     
  10842-12705  1-77595     0.06476798  0.06476798  0.064242356 0.68655324       172.6463          6.930052             0.5907236       173.53442        7.8514833         1.7371398     
  10495-9102   1-45514     0.124197    0.124197    0.124442    0.672305         54.4483           4.44186              0.467666        59.5395          12.2453           5.23809       
  10495-3703   1-45694     0.0558956   0.0558956   0.0561478   0.796672         34.9264           2.74959              0.622032        35.7819          3.74874           6.0           
  10495-3704   1-548285    0.125906    0.125906    0.126152    0.846024         122.288           4.59232              0.715277        136.802          6.15996           6.0           
  10495-12702  1-45704     0.0542187   0.0542187   0.054472    0.68148          87.5591           9.03941              0.678803        88.95            13.1852           6.0           
  10495-3701   1-45554     0.0529408   0.0529408   0.0531875   0.863209         114.515           2.58565              0.782507        106.131          3.76039           5.11378       
  10495-1902   1-45690     0.0542373   0.0542373   0.0544942   0.601837         84.136            2.1883               0.346722        84.3297          3.28458           4.89796       
  10495-6104   1-45698     0.0563281   0.0563281   0.0565803   0.902899         14.7616           3.18605              0.832527        13.2161          5.64405           6.0           
  10495-12701  1-45571     0.127692    0.127692    0.127941    0.760311         173.151           6.57475              0.511453        179.233          21.8745           5.52081       
  10495-12704  1-45208     0.054592    0.054592    0.0548653   0.429259         9.21732           6.3595               0.350966        9.25443          6.74763           0.676839      
  10495-3702   1-45643     0.0395939   0.0395939   0.0398585   0.747485         86.3194           8.32327              0.678837        88.4558          9.63314           1.65141       
  10495-9101   1-45641     0.053925    0.053925    0.0541917   0.845817         138.199           7.79288              0.689664        134.42           11.8373           2.49029       
  10495-12703  1-548314    0.128192    0.128192    0.128463    0.772251         32.3634           6.31987              0.75817         178.273          6.38916           6.0           
  10495-6103   1-45249     0.0541225   0.0541225   0.0543965   0.834003         103.213           3.78241              0.793775        102.058          4.08882           2.13229       
  10495-1901   1-45281     0.0545869   0.0545869   0.0548635   0.506123         137.981           7.19728              0.419682        137.973          7.89936           1.20278       
  10495-6101   1-548290    0.0520024   0.0520024   0.0522537   0.845295         26.3664           6.79471              0.805958        60.2778          46.6605           6.0           
  10495-12705  1-46266     0.0487988   0.0487988   0.0490538   0.46567          134.634           5.36974              0.379735        134.713          5.66378           0.642681      
  10495-6102   1-45702     0.0547689   0.0547689   0.0550208   0.680251         129.699           3.26198              0.552779        129.776          5.87683           5.75231       
  11017-12705  1-319363    0.025291078 0.025291078 0.02560693  0.6194358        110.61162         9.320423             0.55234045      108.987885       9.651296          0.6382447     
  11017-9102   1-319390    0.059669804 0.059669804 0.059968747 0.62428206       10.050125         4.844485             0.4887108       9.326263         6.3900123         3.284022      
  11017-12704  1-319668    0.025398761 0.025398761 0.025713027 0.62273866       76.41156          8.528598             0.54180956      77.354645        10.966817         2.3095872     
  11017-12702  1-319380    0.13881999  0.13881999  0.13913365  0.8952357        38.42813          3.8204813            0.77849394      38.93518         20.112452         6.0           
  11017-3702   1-319400    0.14309435  0.14309435  0.14340727  0.7976487        91.47092          3.1277704            0.67175525      83.98343         4.904993          4.959538      
  11017-3701   1-576479    0.06856125  0.06856125  0.06885451  0.8800299        78.50911          4.957619             0.77598906      71.681915        6.812801          4.060243      
  11017-6102   1-319706    0.04817904  0.04817904  0.048474934 0.9222658        27.571365         3.311849             0.8646968       37.88028         5.8843884         6.0           
  11017-9101   1-319387    0.025322892 0.025322892 0.025639212 0.72577626       7.4855347         6.350676             0.66436106      9.093567         8.154649          3.0868056     
  11017-6101   1-319381    0.029701464 0.029701464 0.03001533  0.34751362       46.57402          6.5666776            0.2298789       44.01831         6.933698          1.1595958     
  11017-6104   1-319661    0.06778747  0.06778747  0.06810488  0.5837562        82.06007          4.090334             0.45192015      81.37921         4.818694          2.816144      
  11017-1901   1-319663    0.025681565 0.025681565 0.025990212 0.64541453       102.324936        2.7063181            0.3043761       97.704254        2.1601956         4.152498      
  11017-12703  1-319368    0.030425321 0.030425321 0.03074184  0.7734008        166.52786         11.011979            0.7055771       164.6586         11.596611         0.8486277     
  11017-1902   1-234629    0.06062503  0.06062503  0.06091618  0.8658289        131.69203         3.713067             0.8529391       119.98071        4.6946225         6.0           
  11017-6103   1-625718    0.029711753 0.029711753 0.030031696 0.6659857        147.4329          5.5821524            0.58400583      144.9925         5.815316          1.2463342     
  11017-3704   1-319646    0.02890861  0.02890861  0.029221717 0.46455252       90.770134         4.087705             0.27110726      90.22522         5.13737           2.6695607     
  11017-3703   1-319957    0.086063236 0.086063236 0.08638113  0.8688578        173.41513         3.2838264            0.7835935       176.9234         4.8473415         4.8347273     
  11017-12701  1-319408    0.02944203  0.02944203  0.029748708 0.59227103       169.87016         9.08672              0.51798004      169.65024        11.644058         2.1717563     
  11006-6101   1-455637    0.022758916 0.022758916 0.022636378 0.6688017        151.68527         4.7273912            0.57135683      149.75436        4.996763          1.9282559     
  11006-3703   1-456919    0.023147091 0.023147091 0.0230424   0.45794177       55.149513         5.2107077            0.15            56.112244        6.027313          3.7539384     
  11006-12702  1-456575    0.026277846 0.026277846 0.02617852  0.6857861        36.378967         9.744223             0.79679567      73.787964        8.585485          3.7128723     
  11006-12703  1-575151    0.022979029 0.022979029 0.022878878 0.48245898       173.32257         5.2662888            0.35072395      174.38187        7.1126485         3.2694662     
  11006-12704  1-456643    0.028093284 0.028093284 0.027993845 0.8595713        70.17194          4.40304              0.7358614       57.364685        3.5101857         6.0           
  11006-6102   1-591101    0.024525953 0.024525953 0.024406664 0.8033392        121.372635        4.7971077            0.76906604      120.990906       8.503836          5.445154      
  11006-6103   1-456364    0.024478436 0.024478436 0.024366904 0.74638456       66.55007          12.629387            0.64167887      65.86365         29.923756         5.1800194     
  11006-9102   1-456901    0.025081607 0.025081607 0.024986513 0.45049894       33.85701          3.8231804            0.20998849      33.80841         3.7536802         1.7516896     
  11006-3701   1-456788    0.02005461  0.02005461  0.020212065 0.6997257        35.206146         4.178116             0.5886506       34.770996        4.619209          2.0094337     
  11006-6104   1-591232    0.026344564 0.026344564 0.026241768 0.48541355       15.601074         4.732368             0.26515785      16.95633         4.6480575         2.2507002     
  11006-12701  1-456840    0.02280963  0.02280963  0.022703968 0.3330258        111.65187         5.2869825            0.16439232      111.690094       5.747246          1.1066656     
  11006-1902   1-456942    0.022709498 0.022709498 0.022613626 0.6507246        41.785965         2.8380861            0.47004873      40.806           2.8998623         1.6163903     
  11006-9101   1-591054    0.023065992 0.023065992 0.022957126 0.8308698        93.41894          17.266401            0.7927644       90.06915         44.561783         6.0           
  11006-1901   1-591128    0.024903933 0.024903933 0.02480408  0.685468         85.27452          2.1486785            0.39794043      85.04718         2.7597482         4.6724124     
  11006-12705  1-456611    0.020809375 0.020809375 0.020862708 0.75623024       134.08208         3.8155572            0.6605628       135.2522         4.25143           2.651644      
  11006-3702   1-455937    0.025779508 0.025779508 0.025660617 0.8112518        96.6555           4.9909973            0.76779944      99.5784          5.1327977         1.54403       
  11006-3704   1-456688    0.0232575   0.0232575   0.023146082 0.7178302        71.978485         4.428895             0.6332682       69.36502         4.887945          1.9678121     
  11750-1901   54-59       0.0018      -9999.0     -9999.0     -9999.0          -9999.0           -9999.0              -9999.0         -9999.0          -9999.0           -9999.0       
  11750-1902   1-397474    0.0367327   0.0367327   0.03683074  0.8911228        163.03452         2.067607             0.7539441       138.86292        1.1672639         5.9796247     
  11750-9102   1-397475    0.024144238 0.024144238 0.0242465   0.66096246       18.767548         6.9059863            0.660372        5.192566         6.640711          1.0043226     
  11750-12704  1-282996    0.02002918  0.02002918  0.020358425 0.65896505       39.09349          9.631527             0.5859345       39.733795        10.428295         0.9331633     
  11750-3703   1-283580    0.023385841 0.023385841 0.02349175  0.370143         37.095688         4.8529634            0.21706279      36.95233         5.4026775         1.2184758     
  11750-3701   1-397146    0.02025338  0.02025338  0.020528493 0.839056         116.321106        3.9810033            0.753527        122.299774       5.5454855         5.1812425     
  11750-6104   1-397451    0.05767491  0.05767491  0.057780962 0.43792346       4.960022          3.7629347            0.24952438      5.4472656        4.5794272         2.0001037     
  11750-3704   1-401259    0.05480691  0.05480691  0.05488739  0.93693554       164.8916          4.8850574            0.92516726      177.90985        8.819061          6.0           
  11750-6102   1-397404    0.018246055 0.018246055 0.018906092 0.33311647       138.57486         6.286565             0.23017915      138.42694        6.6244006         0.8500433     
  11750-6103   1-590350    0.023683086 0.023683086 0.02376882  0.93158805       11.326141         6.53694              0.94774866      20.443542        6.2866096         0.7927175     
  11750-12702  1-397286    0.03713753  0.03713753  0.037225287 0.8958399        82.37224          6.091035             0.8220372       90.85794         6.885463          1.9084462     
  11750-6101   1-397168    0.046966795 0.046966795 0.047042765 0.65422094       45.635895         4.0544925            0.46779194      42.322296        6.909855          4.88111       
  11750-12705  1-397155    0.023597015 0.023597015 0.023681017 0.23531252       84.17227          12.113804            0.15614627      83.98407         13.837244         0.9374976     
  11750-12703  1-283565    0.016980102 0.016980102 0.017844774 0.76734126       151.58661         14.622959            0.7217459       143.96762        13.480164         0.97880125    
  11750-3702   1-397462    0.017981082 0.017981082 0.018709894 0.58291113       155.55208         3.803763             0.47444037      156.82483        4.0476785         2.4986787     
  11750-12701  1-399279    0.02406614  0.02406614  0.024134722 0.6821037        8.43811           10.592633            0.62295496      10.435272        11.571406         1.0735155     
